,customer_id,name,age,gender,income,occupation,city,txn_id,txn_date,txn_amount,txn_type,category,merchant_name
22,C0001,Stacy Wilson,45,F,127691,Designer,Kolkata,T09539,2025-02-16 14:32:14,5056.2,Debit,Food,Zomato
23,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T00072,2025-05-18 09:22:52,7486.89,Credit,Salary,Swiggy
24,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T00287,2025-06-05 19:01:49,3284.73,Credit,Shopping,Paytm
25,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T00366,2025-03-21 00:04:40,9559.35,Credit,Salary,Uber
26,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T00889,2025-03-03 09:53:29,6753.7,Credit,Travel,Goldman Sachs
27,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T01123,2025-07-08 05:21:34,5998.22,Debit,Travel,Swiggy
28,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T02256,2025-04-02 20:55:06,9207.24,Debit,Travel,Swiggy
29,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T02309,2025-04-26 20:48:30,7137.31,Debit,Salary,Flipkart
30,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T02325,2025-04-01 19:34:33,2452.48,Debit,Food,Flipkart
31,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T02368,2025-05-01 14:36:19,7515.77,Debit,Healthcare,Amazon
32,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T03164,2025-04-15 05:16:32,6714.92,Debit,Shopping,Swiggy
33,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T03583,2025-02-12 09:41:36,548.65,Debit,Healthcare,Zomato
34,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T03983,2025-02-11 16:05:50,9364.63,Credit,Healthcare,Amazon
35,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T04174,2025-05-27 16:30:45,2590.53,Credit,Food,Swiggy
36,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T04343,2025-06-14 19:10:15,2359.2,Debit,Salary,Uber
37,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T04473,2025-06-13 09:37:59,7588.39,Debit,Bills,Goldman Sachs
38,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T04629,2025-01-13 15:04:37,1891.45,Credit,Healthcare,Goldman Sachs
39,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T04722,2025-02-16 22:11:34,782.83,Debit,Food,Uber
40,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T05905,2025-04-25 16:49:15,2563.13,Credit,Travel,Zomato
41,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T06526,2025-02-14 12:06:23,2714.74,Credit,Travel,Zomato
42,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T06884,2025-01-31 11:02:19,9456.63,Debit,Salary,Swiggy
43,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T07764,2025-06-10 15:06:44,4956.77,Credit,Bills,Swiggy
44,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T08735,2025-05-23 22:09:32,3031.36,Debit,Food,Uber
45,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T08808,2025-03-02 07:26:20,5160.12,Credit,Salary,Paytm
46,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T09633,2025-03-13 12:10:30,3976.28,Debit,Salary,Amazon
47,C0002,Jessica Khan,46,M,150464,Doctor,Chennai,T09720,2025-01-26 02:20:46,1462.77,Credit,Food,Swiggy
48,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T00079,2025-01-21 12:59:58,118.81,Credit,Salary,Flipkart
49,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T00098,2025-05-07 16:38:40,3801.87,Debit,Healthcare,Amazon
50,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T00547,2025-05-18 10:37:39,4959.57,Debit,Bills,Goldman Sachs
51,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T00821,2025-06-05 02:48:50,4919.9,Debit,Salary,Flipkart
52,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T00908,2025-02-06 05:56:22,2168.4,Debit,Travel,Uber
53,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T01433,2025-02-12 14:12:18,6530.45,Debit,Food,Swiggy
54,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T01793,2025-05-21 07:52:16,1707.13,Debit,Bills,Paytm
55,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T02683,2025-07-06 06:54:17,1521.16,Credit,Healthcare,Zomato
56,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T03232,2025-02-04 17:10:10,2497.83,Debit,Travel,Swiggy
57,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T03378,2025-06-07 23:33:19,2767.37,Credit,Healthcare,Goldman Sachs
58,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T03874,2025-04-19 20:20:32,2766.06,Debit,Shopping,Swiggy
59,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T05208,2025-02-04 21:09:56,1512.48,Debit,Salary,Paytm
60,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T05559,2025-05-16 02:57:57,1558.83,Credit,Bills,Goldman Sachs
61,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T05701,2025-03-11 02:11:50,220.89,Credit,Healthcare,Zomato
62,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T05900,2025-02-07 04:38:04,7191.44,Credit,Food,Uber
63,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T06173,2025-04-02 13:15:42,6292.42,Credit,Healthcare,Amazon
64,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T07133,2025-02-13 15:25:34,5679.97,Debit,Shopping,Uber
65,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T07206,2025-03-17 07:27:26,2999.77,Credit,Shopping,Swiggy
66,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T07259,2025-06-16 04:22:32,2848.47,Debit,Salary,Flipkart
67,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T07435,2025-03-01 12:28:57,4975.23,Credit,Healthcare,Swiggy
68,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T07592,2025-02-28 00:34:33,9953.31,Debit,Travel,Paytm
69,C0003,Brian Garcia,62,F,115846,Designer,Kolkata,T09267,2025-06-10 20:37:57,2132.64,Debit,Bills,Goldman Sachs
70,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T00050,2025-01-26 15:22:17,7304.9,Credit,Shopping,Flipkart
71,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T00251,2025-05-29 10:14:41,1631.4,Debit,Food,Swiggy
72,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T00853,2025-01-22 16:26:47,2251.75,Credit,Shopping,Goldman Sachs
73,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T01321,2025-02-08 17:47:10,5146.44,Credit,Travel,Paytm
74,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T01909,2025-05-19 08:01:37,74.11,Credit,Shopping,Flipkart
75,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T03334,2025-07-04 00:44:11,265.63,Credit,Salary,Goldman Sachs
76,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T03972,2025-05-03 23:04:14,3737.7,Credit,Food,Paytm
77,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T04169,2025-05-21 15:03:58,9401.1,Credit,Travel,Zomato
78,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T04830,2025-05-11 17:03:38,3158.15,Debit,Food,Goldman Sachs
79,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T05876,2025-01-29 23:16:32,1402.36,Debit,Bills,Zomato
80,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T07522,2025-01-27 04:26:43,9563.06,Credit,Food,Goldman Sachs
81,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T07873,2025-03-26 01:53:36,4156.15,Debit,Food,Uber
82,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T08970,2025-06-09 22:54:32,8366.71,Debit,Bills,Paytm
83,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T09019,2025-06-02 15:26:19,1828.44,Debit,Healthcare,Swiggy
84,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T09718,2025-01-25 01:22:21,5980.86,Debit,Healthcare,Zomato
85,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T09761,2025-05-21 09:04:30,3955.35,Credit,Food,Uber
86,C0004,Travis Santiago,43,F,136684,Teacher,Delhi,T09994,2025-03-24 06:51:25,2451.19,Debit,Food,Amazon
87,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T00337,2025-03-22 09:24:42,1110.67,Debit,Food,Flipkart
88,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T00512,2025-07-05 03:48:36,4834.32,Credit,Healthcare,Amazon
89,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T00735,2025-04-14 13:15:31,2524.91,Debit,Food,Paytm
90,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T01022,2025-02-24 04:05:54,1851.42,Debit,Bills,Flipkart
91,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T01192,2025-06-25 08:13:34,6022.98,Credit,Bills,Amazon
92,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T01621,2025-04-24 12:01:28,1453.84,Debit,Bills,Goldman Sachs
93,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T01637,2025-02-28 20:00:53,8210.29,Debit,Bills,Zomato
94,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T02087,2025-02-21 09:55:13,5668.54,Credit,Healthcare,Flipkart
95,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T02484,2025-03-19 11:51:37,4444.83,Debit,Travel,Zomato
96,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T02493,2025-01-22 16:41:17,1383.4,Credit,Healthcare,Amazon
97,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T03319,2025-03-31 00:40:17,6809.05,Credit,Bills,Paytm
98,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T03980,2025-03-20 22:05:00,1327.01,Debit,Salary,Flipkart
99,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T04276,2025-06-22 08:51:54,3649.64,Debit,Shopping,Zomato
100,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T05623,2025-06-04 08:14:25,3128.12,Credit,Food,Uber
101,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T06219,2025-04-01 04:28:19,3494.07,Debit,Shopping,Flipkart
102,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T06673,2025-01-21 16:12:56,102.08,Credit,Shopping,Goldman Sachs
103,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T06849,2025-05-26 03:18:49,6018.7,Credit,Bills,Zomato
104,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T07453,2025-04-21 09:25:20,3660.52,Credit,Food,Paytm
105,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T08708,2025-04-26 04:19:53,4001.97,Debit,Travel,Uber
106,C0005,Rachel Rivera,37,F,170764,Software Engineer,Bangalore,T08813,2025-05-16 15:27:31,2775.07,Debit,Salary,Swiggy
107,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T00692,2025-02-01 12:28:48,8349.13,Debit,Healthcare,Amazon
108,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T01397,2025-05-02 09:29:11,7455.67,Credit,Salary,Paytm
109,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T01581,2025-04-28 14:21:05,2503.57,Debit,Food,Uber
110,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T01598,2025-04-06 19:14:10,150.64,Debit,Travel,Swiggy
111,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T01627,2025-01-24 14:58:59,9414.95,Credit,Salary,Flipkart
112,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T02288,2025-04-15 01:02:36,6748.3,Debit,Travel,Flipkart
113,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T02613,2025-01-30 05:06:13,3028.07,Debit,Salary,Amazon
114,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T02823,2025-02-25 00:04:12,7255.65,Debit,Food,Zomato
115,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T03018,2025-04-04 20:11:47,6572.31,Credit,Shopping,Amazon
116,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T03459,2025-01-27 19:42:08,4134.84,Debit,Healthcare,Amazon
117,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T03521,2025-04-24 11:04:57,2716.59,Debit,Travel,Goldman Sachs
118,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T04132,2025-05-27 06:54:48,7327.24,Debit,Food,Flipkart
119,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T04389,2025-02-28 21:28:28,3264.28,Debit,Shopping,Amazon
120,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T06758,2025-01-11 09:50:21,6668.46,Credit,Food,Amazon
121,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T06858,2025-02-03 20:08:22,3034.14,Credit,Travel,Uber
122,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T07032,2025-06-09 20:09:34,2927.44,Debit,Travel,Swiggy
123,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T07076,2025-06-24 21:20:40,4690.25,Debit,Salary,Amazon
124,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T09206,2025-03-04 15:22:18,3435.3,Credit,Shopping,Swiggy
125,C0006,Joyce Rosales,53,M,92575,Banker,Mumbai,T09369,2025-06-04 08:15:23,7361.59,Debit,Salary,Zomato
126,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T00980,2025-06-08 02:09:03,7788.28,Debit,Bills,Amazon
127,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T02720,2025-07-09 04:28:51,2568.24,Credit,Food,Swiggy
128,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T03043,2025-02-16 11:07:22,1694.59,Credit,Shopping,Zomato
129,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T03153,2025-03-18 05:33:46,1146.26,Credit,Salary,Swiggy
130,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T03297,2025-03-26 02:42:01,2204.21,Debit,Food,Goldman Sachs
131,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T03580,2025-07-04 16:16:56,7011.15,Credit,Travel,Amazon
132,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T03603,2025-05-14 04:01:29,5525.92,Credit,Travel,Amazon
133,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T03772,2025-03-12 06:40:38,2725.7,Credit,Bills,Goldman Sachs
134,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T03938,2025-05-12 21:30:56,9468.16,Credit,Travel,Uber
135,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T04118,2025-05-04 04:25:23,6687.51,Debit,Salary,Amazon
136,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T04938,2025-02-15 18:42:26,5761.93,Credit,Food,Uber
137,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T06034,2025-03-25 02:51:57,1939.4,Debit,Healthcare,Swiggy
138,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T06676,2025-03-24 22:28:23,625.4,Debit,Shopping,Flipkart
139,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T06837,2025-01-17 06:45:52,1881.94,Credit,Travel,Paytm
140,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T06929,2025-02-08 10:49:03,5080.99,Credit,Healthcare,Swiggy
141,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T06937,2025-01-13 09:38:44,1814.37,Credit,Healthcare,Zomato
142,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T08742,2025-03-01 21:51:18,8659.0,Debit,Bills,Uber
143,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T09517,2025-05-07 12:12:24,6701.95,Credit,Salary,Goldman Sachs
144,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T09522,2025-04-14 10:55:10,5349.43,Debit,Food,Swiggy
145,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T09552,2025-05-12 14:03:02,9968.34,Credit,Healthcare,Uber
146,C0007,Walter Jacobson,41,F,155546,Software Engineer,Chennai,T09615,2025-05-12 00:13:58,7201.59,Credit,Healthcare,Goldman Sachs
147,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T00074,2025-01-21 22:53:04,5678.89,Credit,Shopping,Zomato
148,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T00097,2025-06-29 14:39:19,1908.28,Credit,Bills,Uber
149,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T00964,2025-03-14 12:21:52,4938.01,Debit,Travel,Zomato
150,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T01127,2025-01-10 04:17:45,4527.92,Debit,Healthcare,Zomato
151,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T01546,2025-06-06 19:35:39,3193.86,Credit,Shopping,Zomato
152,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T01653,2025-01-17 11:41:19,9223.57,Debit,Salary,Flipkart
153,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T02765,2025-06-17 05:34:48,5972.64,Credit,Salary,Goldman Sachs
154,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T03249,2025-02-10 20:32:44,6649.91,Debit,Travel,Amazon
155,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T03569,2025-04-07 20:45:54,2106.25,Debit,Travel,Goldman Sachs
156,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T07634,2025-04-01 08:28:15,1025.38,Credit,Bills,Paytm
157,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T07773,2025-05-11 01:37:20,8623.97,Debit,Salary,Swiggy
158,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T08354,2025-01-27 02:21:27,7033.51,Debit,Shopping,Zomato
159,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T09200,2025-06-23 22:44:30,4076.2,Debit,Food,Uber
160,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T09342,2025-06-08 22:51:35,3421.12,Debit,Bills,Paytm
161,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T09433,2025-07-05 04:59:09,1560.05,Credit,Salary,Paytm
162,C0008,Jessica Thomas,39,M,126902,Consultant,Mumbai,T09590,2025-03-05 03:17:28,5941.33,Debit,Salary,Goldman Sachs
163,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T00935,2025-02-10 04:01:39,8835.46,Debit,Bills,Paytm
164,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T01330,2025-01-14 12:30:44,3381.13,Debit,Food,Paytm
165,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T01763,2025-04-28 23:51:57,327.28,Credit,Bills,Goldman Sachs
166,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T01980,2025-01-10 00:29:52,9467.58,Credit,Bills,Uber
167,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T02179,2025-07-11 08:11:37,5142.79,Debit,Healthcare,Goldman Sachs
168,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T03395,2025-02-13 22:18:30,2444.99,Debit,Healthcare,Zomato
169,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T04398,2025-03-24 09:36:56,7492.46,Debit,Shopping,Flipkart
170,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T05267,2025-03-26 08:52:57,8723.12,Debit,Salary,Uber
171,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T05526,2025-02-17 05:58:02,8843.93,Credit,Food,Paytm
172,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T05958,2025-03-13 14:05:31,8700.62,Credit,Food,Amazon
173,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T06049,2025-06-10 07:25:35,8633.07,Credit,Travel,Zomato
174,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T07202,2025-05-08 17:18:06,9197.3,Debit,Healthcare,Flipkart
175,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T07910,2025-03-31 11:13:21,2140.99,Debit,Healthcare,Swiggy
176,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T09528,2025-07-10 21:02:12,6858.92,Credit,Travel,Uber
177,C0009,Stephanie Mcknight,35,M,111688,Designer,Delhi,T09558,2025-05-12 16:21:15,1731.62,Debit,Shopping,Goldman Sachs
178,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T00055,2025-07-08 02:39:01,152.91,Credit,Healthcare,Amazon
179,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T01006,2025-05-01 06:13:53,6189.21,Debit,Bills,Flipkart
180,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T01277,2025-01-24 18:44:44,5753.35,Credit,Travel,Flipkart
181,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T01882,2025-05-08 05:08:48,3962.81,Debit,Healthcare,Uber
182,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T02026,2025-05-12 23:25:09,7818.58,Credit,Travel,Goldman Sachs
183,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T02450,2025-03-25 23:30:18,4788.84,Credit,Food,Amazon
184,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T02598,2025-04-24 02:57:16,1122.8,Credit,Shopping,Uber
185,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T02652,2025-06-14 03:32:48,4646.56,Debit,Salary,Goldman Sachs
186,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T03579,2025-07-02 16:42:17,8537.56,Debit,Food,Goldman Sachs
187,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T04068,2025-06-26 07:12:58,4845.1,Credit,Travel,Flipkart
188,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T04317,2025-01-11 19:07:27,4630.79,Debit,Bills,Flipkart
189,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T05398,2025-07-04 19:10:49,9801.7,Debit,Travel,Flipkart
190,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T05665,2025-04-03 20:32:59,1778.55,Credit,Shopping,Zomato
191,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T06092,2025-06-18 16:37:36,722.8,Debit,Healthcare,Uber
192,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T06797,2025-06-15 14:06:07,6038.59,Debit,Healthcare,Goldman Sachs
193,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T07694,2025-03-07 17:16:20,4023.98,Debit,Shopping,Flipkart
194,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T07743,2025-05-08 17:42:39,3808.74,Credit,Healthcare,Amazon
195,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T07916,2025-03-29 22:25:47,723.87,Credit,Salary,Amazon
196,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T07961,2025-07-01 14:54:12,4247.83,Credit,Travel,Zomato
197,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T08368,2025-04-03 02:11:17,1406.34,Debit,Shopping,Paytm
198,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T08411,2025-05-28 14:13:59,1520.37,Credit,Shopping,Paytm
199,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T08468,2025-06-15 15:42:49,1502.79,Credit,Salary,Zomato
200,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T09099,2025-06-06 01:24:38,720.62,Credit,Food,Paytm
201,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T09242,2025-01-16 07:19:09,5886.95,Credit,Healthcare,Amazon
202,C0010,Stephanie Parker,40,M,57662,Teacher,Delhi,T09341,2025-04-28 09:37:43,8495.45,Credit,Healthcare,Amazon
